Date,Time,Open,High,Low,Close,Volume,OpenInt,equity_index
2014-08-15,18:00:00,1.33824,1.33992,1.33804,1.33904,0,0,curr
2014-08-15,19:00:00,1.33905,1.33941,1.33805,1.3386,0,0,curr
2014-08-15,20:00:00,1.3386,1.33953,1.33827,1.33915,0,0,curr
2014-08-15,21:00:00,1.33915,1.33984,1.3389,1.33974,0,0,curr
2014-08-15,22:00:00,1.3397,1.33977,1.33906,1.33971,0,0,curr
2014-08-15,23:00:00,1.33974,1.33974,1.33974,1.33974,0,0,curr
2014-08-18,01:00:00,1.33916,1.33946,1.33883,1.33893,0,0,curr
2014-08-18,02:00:00,1.33893,1.33918,1.33872,1.33893,0,0,curr
2014-08-18,03:00:00,1.33892,1.33925,1.33874,1.33895,0,0,curr
2014-08-18,04:00:00,1.33895,1.33955,1.33883,1.33941,0,0,curr
2014-08-18,05:00:00,1.3394,1.33968,1.33923,1.33966,0,0,curr
2014-08-18,06:00:00,1.33966,1.33984,1.33948,1.33952,0,0,curr
2014-08-18,07:00:00,1.33953,1.33977,1.33941,1.33974,0,0,curr
2014-08-18,08:00:00,1.33974,1.33977,1.33907,1.3391,0,0,curr
2014-08-18,09:00:00,1.33912,1.33931,1.33834,1.33851,0,0,curr
2014-08-18,10:00:00,1.33851,1.33885,1.33809,1.33855,0,0,curr
2014-08-18,11:00:00,1.33857,1.33887,1.33828,1.33855,0,0,curr
2014-08-18,12:00:00,1.33849,1.33936,1.33847,1.33926,0,0,curr
2014-08-18,13:00:00,1.33924,1.33944,1.33852,1.33887,0,0,curr
2014-08-18,14:00:00,1.33891,1.33923,1.33875,1.33876,0,0,curr
2014-08-18,15:00:00,1.33878,1.33882,1.33794,1.33839,0,0,curr
2014-08-18,16:00:00,1.33839,1.3386,1.33646,1.33659,0,0,curr
2014-08-18,17:00:00,1.33661,1.33699,1.33594,1.33629,0,0,curr
2014-08-18,18:00:00,1.3363,1.33653,1.33528,1.33576,0,0,curr
2014-08-18,19:00:00,1.33576,1.33621,1.33555,1.33614,0,0,curr
2014-08-18,20:00:00,1.3362,1.3366,1.33596,1.33659,0,0,curr
2014-08-18,21:00:00,1.33659,1.33659,1.33597,1.33597,0,0,curr
2014-08-18,22:00:00,1.33603,1.33643,1.33598,1.33625,0,0,curr
2014-08-18,23:00:00,1.33625,1.33639,1.33604,1.33627,0,0,curr
2014-08-18,23:59:00,1.33627,1.33631,1.33606,1.33614,0,0,curr
2014-08-19,01:00:00,1.33614,1.33631,1.33599,1.33601,0,0,curr
2014-08-19,02:00:00,1.33601,1.33622,1.33596,1.33598,0,0,curr
2014-08-19,03:00:00,1.336,1.33603,1.33528,1.33554,0,0,curr
2014-08-19,04:00:00,1.33554,1.33591,1.33549,1.33586,0,0,curr
2014-08-19,05:00:00,1.33586,1.33586,1.33547,1.33563,0,0,curr
2014-08-19,06:00:00,1.33563,1.33578,1.33549,1.33576,0,0,curr
2014-08-19,07:00:00,1.33578,1.33585,1.33556,1.33571,0,0,curr
2014-08-19,08:00:00,1.33571,1.33582,1.33554,1.33555,0,0,curr
2014-08-19,09:00:00,1.33553,1.3356,1.33427,1.33471,0,0,curr
2014-08-19,10:00:00,1.33471,1.33573,1.33464,1.33496,0,0,curr
2014-08-19,11:00:00,1.33497,1.33552,1.33438,1.33541,0,0,curr
2014-08-19,12:00:00,1.33539,1.33549,1.33444,1.33461,0,0,curr
2014-08-19,13:00:00,1.33461,1.33521,1.33452,1.33476,0,0,curr
2014-08-19,14:00:00,1.33475,1.33509,1.33407,1.33488,0,0,curr
2014-08-19,15:00:00,1.33486,1.33556,1.33186,1.33247,0,0,curr
2014-08-19,16:00:00,1.33243,1.33278,1.3314,1.33149,0,0,curr
2014-08-19,17:00:00,1.33149,1.33243,1.33132,1.33185,0,0,curr
2014-08-19,18:00:00,1.33185,1.33214,1.3313,1.33192,0,0,curr
2014-08-19,19:00:00,1.33193,1.33207,1.33162,1.33176,0,0,curr
2014-08-19,20:00:00,1.33177,1.33218,1.33157,1.33172,0,0,curr
2014-08-19,21:00:00,1.33172,1.33215,1.3316,1.33179,0,0,curr
2014-08-19,22:00:00,1.3318,1.33209,1.33173,1.33207,0,0,curr
2014-08-19,23:00:00,1.33207,1.33226,1.33189,1.33192,0,0,curr
2014-08-19,23:59:00,1.33189,1.33222,1.33171,1.33179,0,0,curr
2014-08-20,01:00:00,1.33177,1.33206,1.33176,1.33201,0,0,curr
2014-08-20,02:00:00,1.332,1.33234,1.33177,1.33198,0,0,curr
2014-08-20,03:00:00,1.33198,1.33211,1.3317,1.33172,0,0,curr
2014-08-20,04:00:00,1.33174,1.33205,1.33148,1.33153,0,0,curr
2014-08-20,05:00:00,1.33153,1.33161,1.33085,1.33093,0,0,curr
2014-08-20,06:00:00,1.33093,1.33121,1.33025,1.33054,0,0,curr
2014-08-20,07:00:00,1.33055,1.3309,1.33046,1.33053,0,0,curr
2014-08-20,08:00:00,1.33051,1.33069,1.33002,1.33003,0,0,curr
2014-08-20,09:00:00,1.33007,1.33077,1.33002,1.33074,0,0,curr
2014-08-20,10:00:00,1.33075,1.33076,1.32852,1.32931,0,0,curr
2014-08-20,11:00:00,1.32933,1.33037,1.32873,1.32935,0,0,curr
2014-08-20,12:00:00,1.32935,1.32949,1.32833,1.32836,0,0,curr
2014-08-20,13:00:00,1.32836,1.32858,1.32748,1.32776,0,0,curr
2014-08-20,14:00:00,1.32783,1.32853,1.32771,1.32853,0,0,curr
2014-08-20,15:00:00,1.32853,1.32926,1.32825,1.3284,0,0,curr
2014-08-20,16:00:00,1.3284,1.32931,1.32817,1.32877,0,0,curr
2014-08-20,17:00:00,1.32878,1.32905,1.32844,1.32865,0,0,curr
2014-08-20,18:00:00,1.32865,1.32967,1.32824,1.32834,0,0,curr
2014-08-20,19:00:00,1.32834,1.32915,1.32808,1.32896,0,0,curr
2014-08-20,20:00:00,1.32895,1.32922,1.32856,1.32893,0,0,curr
2014-08-20,21:00:00,1.32885,1.32885,1.32553,1.32613,0,0,curr
2014-08-20,22:00:00,1.32609,1.32684,1.32553,1.32607,0,0,curr
2014-08-20,23:00:00,1.3261,1.32653,1.32586,1.32588,0,0,curr
2014-08-20,23:59:00,1.32588,1.32601,1.32563,1.3257,0,0,curr
2014-08-21,01:00:00,1.32565,1.32594,1.32562,1.32587,0,0,curr
2014-08-21,02:00:00,1.32589,1.32602,1.32577,1.32584,0,0,curr
2014-08-21,03:00:00,1.32585,1.32602,1.32544,1.32547,0,0,curr
2014-08-21,04:00:00,1.32547,1.32578,1.32414,1.32485,0,0,curr
2014-08-21,05:00:00,1.32485,1.32511,1.32448,1.3247,0,0,curr
2014-08-21,06:00:00,1.32471,1.32502,1.32438,1.32444,0,0,curr
2014-08-21,07:00:00,1.32444,1.3249,1.32422,1.3244,0,0,curr
2014-08-21,08:00:00,1.3244,1.32493,1.32435,1.32484,0,0,curr
2014-08-21,09:00:00,1.32484,1.32644,1.32462,1.32615,0,0,curr
2014-08-21,10:00:00,1.32615,1.32775,1.32565,1.32739,0,0,curr
2014-08-21,11:00:00,1.32739,1.32746,1.32624,1.32697,0,0,curr
2014-08-21,12:00:00,1.32702,1.32707,1.32638,1.32656,0,0,curr
2014-08-21,13:00:00,1.32655,1.32669,1.32602,1.32605,0,0,curr
2014-08-21,14:00:00,1.32605,1.3267,1.32576,1.32641,0,0,curr
2014-08-21,15:00:00,1.32643,1.32698,1.32556,1.32617,0,0,curr
2014-08-21,16:00:00,1.32616,1.32739,1.32616,1.32673,0,0,curr
2014-08-21,17:00:00,1.32673,1.32861,1.32611,1.32837,0,0,curr
2014-08-21,18:00:00,1.32837,1.32884,1.32785,1.32839,0,0,curr
2014-08-21,19:00:00,1.32847,1.32853,1.32768,1.32775,0,0,curr
2014-08-21,20:00:00,1.32782,1.32813,1.32733,1.32811,0,0,curr
2014-08-21,21:00:00,1.32808,1.32824,1.32768,1.32801,0,0,curr
2014-08-21,22:00:00,1.32801,1.32829,1.32787,1.32805,0,0,curr
2014-08-21,23:00:00,1.32805,1.32824,1.32792,1.32802,0,0,curr
2014-08-21,23:59:00,1.328,1.32824,1.32792,1.32819,0,0,curr
2014-08-22,01:00:00,1.32817,1.32817,1.3279,1.32796,0,0,curr
2014-08-22,02:00:00,1.32796,1.32802,1.32773,1.32777,0,0,curr
2014-08-22,03:00:00,1.32777,1.32777,1.32735,1.32758,0,0,curr
2014-08-22,04:00:00,1.32757,1.32781,1.32752,1.32767,0,0,curr
2014-08-22,05:00:00,1.32767,1.32814,1.32757,1.32804,0,0,curr
2014-08-22,06:00:00,1.32804,1.32851,1.32804,1.32851,0,0,curr
2014-08-22,07:00:00,1.32851,1.32875,1.32833,1.32872,0,0,curr
2014-08-22,08:00:00,1.32871,1.32918,1.32848,1.32891,0,0,curr
2014-08-22,09:00:00,1.32889,1.32959,1.32879,1.32911,0,0,curr
2014-08-22,10:00:00,1.32909,1.32917,1.32754,1.32866,0,0,curr
2014-08-22,11:00:00,1.32866,1.32925,1.32818,1.32828,0,0,curr
2014-08-22,12:00:00,1.32829,1.32829,1.32704,1.32763,0,0,curr
2014-08-22,13:00:00,1.32761,1.32772,1.32635,1.32706,0,0,curr
2014-08-22,14:00:00,1.32707,1.32725,1.32621,1.32642,0,0,curr
2014-08-22,15:00:00,1.32642,1.32733,1.32576,1.32706,0,0,curr
2014-08-22,16:00:00,1.32706,1.32762,1.32638,1.32672,0,0,curr
2014-08-22,17:00:00,1.32673,1.32842,1.32207,1.32315,0,0,curr
2014-08-22,18:00:00,1.32305,1.32431,1.32231,1.32364,0,0,curr
2014-08-22,19:00:00,1.32364,1.32426,1.32357,1.32392,0,0,curr
2014-08-22,20:00:00,1.32392,1.32409,1.32368,1.32378,0,0,curr
2014-08-22,21:00:00,1.32377,1.32609,1.32255,1.32416,0,0,curr
2014-08-22,22:00:00,1.32416,1.32487,1.32413,1.32429,0,0,curr
2014-08-22,23:00:00,1.32429,1.32429,1.32429,1.32429,0,0,curr
2014-08-25,01:00:00,1.31909,1.32001,1.3189,1.3191,0,0,curr
2014-08-25,02:00:00,1.31912,1.31995,1.31911,1.31969,0,0,curr
2014-08-25,03:00:00,1.31969,1.32054,1.31964,1.32014,0,0,curr
2014-08-25,04:00:00,1.32014,1.32017,1.31961,1.31993,0,0,curr
2014-08-25,05:00:00,1.31991,1.32045,1.31991,1.32033,0,0,curr
2014-08-25,06:00:00,1.32031,1.32044,1.3201,1.32042,0,0,curr
2014-08-25,07:00:00,1.32042,1.32061,1.32025,1.32061,0,0,curr
2014-08-25,08:00:00,1.32062,1.32077,1.3203,1.3204,0,0,curr
2014-08-25,09:00:00,1.3204,1.32075,1.31887,1.31967,0,0,curr
2014-08-25,10:00:00,1.31963,1.31977,1.3186,1.31893,0,0,curr
2014-08-25,11:00:00,1.31882,1.31998,1.31836,1.31997,0,0,curr
2014-08-25,12:00:00,1.31996,1.32033,1.31948,1.32026,0,0,curr
2014-08-25,13:00:00,1.32025,1.32026,1.31976,1.31997,0,0,curr
2014-08-25,14:00:00,1.31997,1.31999,1.31936,1.31986,0,0,curr
2014-08-25,15:00:00,1.31986,1.32102,1.31907,1.31939,0,0,curr
2014-08-25,16:00:00,1.3194,1.32012,1.31892,1.31956,0,0,curr
2014-08-25,17:00:00,1.31956,1.32057,1.31954,1.31973,0,0,curr
2014-08-25,18:00:00,1.31973,1.3205,1.31967,1.3205,0,0,curr
2014-08-25,19:00:00,1.3205,1.3205,1.31972,1.31973,0,0,curr
2014-08-25,20:00:00,1.31973,1.31982,1.31924,1.31931,0,0,curr
2014-08-25,21:00:00,1.31931,1.31953,1.31921,1.31927,0,0,curr
2014-08-25,22:00:00,1.31924,1.3195,1.31919,1.31937,0,0,curr
2014-08-25,23:00:00,1.31939,1.31965,1.31913,1.31919,0,0,curr
2014-08-25,23:59:00,1.31918,1.31936,1.31905,1.31905,0,0,curr
2014-08-26,01:00:00,1.31905,1.31918,1.31842,1.31871,0,0,curr
2014-08-26,02:00:00,1.31871,1.31871,1.31782,1.31855,0,0,curr
2014-08-26,03:00:00,1.31855,1.319,1.31846,1.3188,0,0,curr
2014-08-26,04:00:00,1.31885,1.32001,1.31883,1.31984,0,0,curr
2014-08-26,05:00:00,1.31984,1.32031,1.31961,1.3203,0,0,curr
2014-08-26,06:00:00,1.3203,1.32069,1.32018,1.32024,0,0,curr
2014-08-26,07:00:00,1.32024,1.32049,1.32005,1.32024,0,0,curr
2014-08-26,08:00:00,1.32023,1.32036,1.3199,1.32031,0,0,curr
2014-08-26,09:00:00,1.32031,1.32147,1.32026,1.32086,0,0,curr
2014-08-26,10:00:00,1.32086,1.32088,1.31911,1.31926,0,0,curr
2014-08-26,11:00:00,1.31926,1.32006,1.31894,1.31923,0,0,curr
2014-08-26,12:00:00,1.31923,1.32046,1.31922,1.32046,0,0,curr
2014-08-26,13:00:00,1.32044,1.32087,1.31971,1.31978,0,0,curr
2014-08-26,14:00:00,1.31979,1.31998,1.31891,1.3192,0,0,curr
2014-08-26,15:00:00,1.3192,1.32009,1.31859,1.31992,0,0,curr
2014-08-26,16:00:00,1.31992,1.32054,1.31933,1.31975,0,0,curr
2014-08-26,17:00:00,1.31977,1.32079,1.31919,1.32023,0,0,curr
2014-08-26,18:00:00,1.32027,1.3203,1.31866,1.31887,0,0,curr
2014-08-26,19:00:00,1.31887,1.31971,1.3188,1.319,0,0,curr
2014-08-26,20:00:00,1.319,1.3191,1.3164,1.31678,0,0,curr
2014-08-26,21:00:00,1.31678,1.31741,1.31666,1.3172,0,0,curr
2014-08-26,22:00:00,1.3172,1.31773,1.31692,1.317,0,0,curr
2014-08-26,23:00:00,1.31704,1.31716,1.31659,1.31665,0,0,curr
2014-08-26,23:59:00,1.31665,1.31707,1.31665,1.31685,0,0,curr
2014-08-27,01:00:00,1.31687,1.31691,1.31657,1.31677,0,0,curr
2014-08-27,02:00:00,1.31678,1.31702,1.31671,1.31685,0,0,curr
2014-08-27,03:00:00,1.31694,1.31698,1.3152,1.31594,0,0,curr
2014-08-27,04:00:00,1.31594,1.31635,1.31579,1.31627,0,0,curr
2014-08-27,05:00:00,1.31627,1.31675,1.31615,1.31652,0,0,curr
2014-08-27,06:00:00,1.31647,1.31673,1.31599,1.31622,0,0,curr
2014-08-27,07:00:00,1.31623,1.3163,1.31564,1.31605,0,0,curr
2014-08-27,08:00:00,1.31607,1.31653,1.3156,1.31653,0,0,curr
2014-08-27,09:00:00,1.31648,1.31833,1.31607,1.31811,0,0,curr
2014-08-27,10:00:00,1.31811,1.31882,1.31786,1.31849,0,0,curr
2014-08-27,11:00:00,1.31849,1.31872,1.3176,1.31824,0,0,curr
2014-08-27,12:00:00,1.31825,1.31849,1.31775,1.31815,0,0,curr
2014-08-27,13:00:00,1.31816,1.31858,1.31794,1.31823,0,0,curr
2014-08-27,14:00:00,1.31822,1.31871,1.31743,1.31838,0,0,curr
2014-08-27,15:00:00,1.31837,1.31862,1.31768,1.31862,0,0,curr
2014-08-27,16:00:00,1.31862,1.31866,1.31683,1.3174,0,0,curr
2014-08-27,17:00:00,1.3174,1.32093,1.3168,1.32024,0,0,curr
2014-08-27,18:00:00,1.32025,1.32057,1.31882,1.31906,0,0,curr
2014-08-27,19:00:00,1.31906,1.31934,1.31889,1.31929,0,0,curr
2014-08-27,20:00:00,1.31929,1.3207,1.31906,1.31987,0,0,curr
2014-08-27,21:00:00,1.31987,1.31991,1.31928,1.3196,0,0,curr
2014-08-27,22:00:00,1.3196,1.31975,1.31934,1.31943,0,0,curr
2014-08-27,23:00:00,1.31946,1.3195,1.31922,1.31926,0,0,curr
2014-08-27,23:59:00,1.31922,1.31951,1.31918,1.31931,0,0,curr
2014-08-28,01:00:00,1.31932,1.31938,1.31914,1.31925,0,0,curr
2014-08-28,02:00:00,1.31923,1.31932,1.31894,1.31915,0,0,curr
2014-08-28,03:00:00,1.31914,1.31986,1.31883,1.31967,0,0,curr
2014-08-28,04:00:00,1.31967,1.32157,1.31957,1.32147,0,0,curr
2014-08-28,05:00:00,1.3215,1.32161,1.32091,1.32109,0,0,curr
2014-08-28,06:00:00,1.32109,1.32167,1.32109,1.3214,0,0,curr
2014-08-28,07:00:00,1.32139,1.32159,1.32115,1.32122,0,0,curr
2014-08-28,08:00:00,1.3212,1.32169,1.32047,1.32055,0,0,curr
2014-08-28,09:00:00,1.32054,1.32114,1.32027,1.32065,0,0,curr
2014-08-28,10:00:00,1.32065,1.32205,1.31984,1.32011,0,0,curr
2014-08-28,11:00:00,1.31984,1.32177,1.31984,1.32072,0,0,curr
2014-08-28,12:00:00,1.32073,1.32146,1.31863,1.31864,0,0,curr
2014-08-28,13:00:00,1.31861,1.3191,1.3171,1.31757,0,0,curr
2014-08-28,14:00:00,1.31757,1.31887,1.31734,1.31839,0,0,curr
2014-08-28,15:00:00,1.31841,1.31858,1.31694,1.31782,0,0,curr
2014-08-28,16:00:00,1.31785,1.31799,1.31597,1.31699,0,0,curr
2014-08-28,17:00:00,1.31711,1.31761,1.31622,1.31745,0,0,curr
2014-08-28,18:00:00,1.31747,1.31837,1.31702,1.3177,0,0,curr
2014-08-28,19:00:00,1.3177,1.31783,1.31668,1.31746,0,0,curr
2014-08-28,20:00:00,1.31745,1.31805,1.31734,1.31782,0,0,curr
2014-08-28,21:00:00,1.31782,1.31849,1.3178,1.31844,0,0,curr
2014-08-28,22:00:00,1.31843,1.31849,1.31814,1.31835,0,0,curr
2014-08-28,23:00:00,1.31834,1.31834,1.31807,1.31819,0,0,curr
2014-08-28,23:59:00,1.31819,1.31852,1.31811,1.31833,0,0,curr
2014-08-29,01:00:00,1.31829,1.31836,1.31796,1.31809,0,0,curr
2014-08-29,02:00:00,1.31807,1.31853,1.31807,1.31839,0,0,curr
2014-08-29,03:00:00,1.31838,1.31856,1.31807,1.3181,0,0,curr
2014-08-29,04:00:00,1.3181,1.31831,1.31793,1.31826,0,0,curr
2014-08-29,05:00:00,1.31827,1.3183,1.31804,1.31807,0,0,curr
2014-08-29,06:00:00,1.31809,1.31828,1.31793,1.31798,0,0,curr
2014-08-29,07:00:00,1.31798,1.31808,1.31739,1.31748,0,0,curr
2014-08-29,08:00:00,1.31747,1.31793,1.3174,1.31754,0,0,curr
2014-08-29,09:00:00,1.31754,1.31754,1.31601,1.31629,0,0,curr
2014-08-29,10:00:00,1.31629,1.31758,1.31616,1.31693,0,0,curr
2014-08-29,11:00:00,1.31697,1.31832,1.31671,1.31763,0,0,curr
2014-08-29,12:00:00,1.31757,1.31939,1.31746,1.31767,0,0,curr
2014-08-29,13:00:00,1.31768,1.3194,1.31767,1.31882,0,0,curr
2014-08-29,14:00:00,1.31883,1.31956,1.31823,1.319,0,0,curr
2014-08-29,15:00:00,1.319,1.3193,1.31799,1.31844,0,0,curr
2014-08-29,16:00:00,1.31845,1.31862,1.3171,1.31755,0,0,curr
2014-08-29,17:00:00,1.31755,1.31892,1.31696,1.31709,0,0,curr
2014-08-29,18:00:00,1.31711,1.31742,1.31424,1.3149,0,0,curr
2014-08-29,19:00:00,1.3149,1.31536,1.31397,1.31442,0,0,curr
2014-08-29,20:00:00,1.31447,1.31468,1.31369,1.31426,0,0,curr
2014-08-29,21:00:00,1.31426,1.31434,1.31336,1.31343,0,0,curr
2014-08-29,22:00:00,1.3135,1.31397,1.31343,1.31386,0,0,curr
2014-08-29,23:00:00,1.31386,1.31386,1.31386,1.31386,0,0,curr
2014-09-01,01:00:00,1.31285,1.31342,1.31285,1.31342,0,0,curr
2014-09-01,02:00:00,1.31343,1.31343,1.3124,1.31266,0,0,curr
2014-09-01,03:00:00,1.3127,1.3132,1.31241,1.31274,0,0,curr
2014-09-01,04:00:00,1.31274,1.31299,1.31238,1.3125,0,0,curr
2014-09-01,05:00:00,1.3125,1.31252,1.31183,1.31234,0,0,curr
2014-09-01,06:00:00,1.31234,1.31235,1.31194,1.31195,0,0,curr
2014-09-01,07:00:00,1.31195,1.3127,1.31195,1.31265,0,0,curr
2014-09-01,08:00:00,1.31265,1.31295,1.31222,1.31264,0,0,curr
2014-09-01,09:00:00,1.31264,1.3134,1.31236,1.31314,0,0,curr
2014-09-01,10:00:00,1.31313,1.31349,1.31277,1.31319,0,0,curr
2014-09-01,11:00:00,1.31319,1.31438,1.31286,1.31418,0,0,curr
2014-09-01,12:00:00,1.31412,1.31449,1.31357,1.31385,0,0,curr
2014-09-01,13:00:00,1.31379,1.31396,1.31311,1.31367,0,0,curr
2014-09-01,14:00:00,1.31366,1.31382,1.31332,1.31352,0,0,curr
2014-09-01,15:00:00,1.31352,1.31409,1.31323,1.31404,0,0,curr
